"id_individual","id_unit","time","out_cont_1"
3,3,64,-0.642474119787014
3,3,65,-0.563524120351663
3,3,66,-0.598895994285379
3,3,67,-0.292349042759024
3,3,68,0.20502037166008
3,3,69,-1.01102868335927
3,3,70,-1.65422143604403
3,3,71,-1.90265423899316
3,3,72,-1.7381147784506
3,3,73,-1.81506601103363
3,3,74,-1.6173407762227
3,3,75,-1.85413067124234
3,3,76,-1.03220944808563
3,3,77,-1.29488617398858
3,3,78,-1.32852908687761
3,3,79,-1.70832902799453
3,3,80,-1.39512516991618
3,3,81,-0.190220583000962
3,3,82,-0.518255372583872
3,3,83,0.0972902469955749
3,3,84,-1.56967382078432
3,3,85,-0.26433637217179
3,3,86,-0.912390703285731
3,3,87,-0.954846729410762
3,3,88,0.187821969031443
3,3,89,-0.0774292103646456
3,3,90,0.999034567007332
3,3,91,0.45645610717758
3,3,92,-0.220242531899162
3,3,93,0.260842317871535
3,3,94,0.276140492973624
3,3,95,0.315177108371943
3,3,96,-0.403637442858795
3,3,97,-0.669441645568189
3,3,98,-0.885976270113588
3,3,99,0.282255251221953
4,4,1,0.595257818626301
4,4,2,1.5725420547055
4,4,3,1.80386384731195
4,4,4,1.29099360211213
4,4,5,1.25430244458375
4,4,6,1.36240096010785
4,4,7,1.44475981873061
4,4,8,1.03326077062363
4,4,9,0.664476884962338
4,4,10,0.274485412914985
4,4,11,-1.37683749310338
4,4,12,-1.11350807076006
4,4,13,-0.693036409501422
4,4,14,-0.675346542693004
4,4,15,0.689998193987392
4,4,16,0.5068904966715
4,4,17,0.600845126403137
4,4,18,0.74012751580655
4,4,19,0.296447915618712
4,4,20,1.48112197095476
4,4,21,0.936227061942753
4,4,22,0.996079880899292
4,4,23,1.25304161231957
4,4,24,1.13881182644692
4,4,25,1.05407432720628
4,4,26,1.10038235924301
4,4,27,1.51935218129387
4,4,28,0.733243759993166
4,4,29,0.776005466438391
4,4,30,0.352788707471452
4,4,31,0.922679903753165
4,4,32,1.18200380736203
4,4,33,0.100085486373952
4,4,34,0.582022993911089
4,4,35,0.876069226144339
4,4,36,0.821127733113292
4,4,37,0.259379997135032
4,4,38,0.281405967215017
4,4,39,1.19268293418971
4,4,40,0.35108393123816
4,4,41,0.102411368709398
4,4,42,0.530250732448064
4,4,43,0.244853542841787
4,4,44,0.526011438902538
4,4,45,0.441965723007716
4,4,46,0.178758910139405
4,4,47,0.424915858693243
4,4,48,0.0323354306305218
4,4,49,0.343178792270724
4,4,50,0.724191841027018
4,4,51,1.28643896834322
4,4,52,0.948323850279853
4,4,53,0.991713926081551
4,4,54,1.3080237540043
4,4,55,1.70524111715698
4,4,56,1.77498981364359
4,4,57,1.51154609288274
4,4,58,1.20763868937021
4,4,59,1.49950003597215
4,4,60,0.465241079549485
4,4,61,0.831018803459189
4,4,62,0.253770261129725
4,4,63,0.411338355847557
4,4,64,0.946588829938488
4,4,65,1.83122520946927
4,4,66,2.27329479157012
4,4,67,2.01907405868361
4,4,68,0.861454867010929
4,4,69,0.212796206681695
4,4,70,0.431558631773682
4,4,71,0.293838964132866
4,4,72,0.487536966546684
4,4,73,0.356325728039905
4,4,74,0.898432904755572
4,4,75,1.13665636641404
4,4,76,1.55252916185013
4,4,77,0.21933673056798
4,4,78,0.379953326707863
4,4,79,0.895144635602393
4,4,80,0.770482557659848
4,4,81,0.174960820262422
4,4,82,0.417735373044041
4,4,83,0.676521749630448
4,4,84,0.81810842750536
4,4,85,1.02011451722576
4,4,86,1.47755406774627
4,4,87,2.29450918442199
4,4,88,1.49261000577812
4,4,89,0.0715197467137184
4,4,90,0.263385015333339
4,4,91,0.948262889109114
4,4,92,2.00965022440797
4,4,93,0.622496158475632
4,4,94,0.952426147449448
4,4,95,0.852999794917388
4,4,96,1.3036941679444
4,4,97,1.91185704402894
4,4,98,1.67760122095607
4,4,99,-0.72132022541974
5,5,1,-0.271116292060835
5,5,2,-0.028144994731149
5,5,3,-0.00176563650271772
5,5,4,-0.459660124289003
5,5,5,-0.298232186927321
5,5,6,-0.562894077627677
5,5,7,-0.411269623789905
5,5,8,-0.622522914816163
5,5,9,-0.575487143871181
5,5,10,0.194003023340662
5,5,11,-0.242674661383631
5,5,12,-0.17464012774545
5,5,13,0.189067296622251
5,5,14,-0.0538985068187686
5,5,15,-0.105015417305418
5,5,16,-0.323161566185894
5,5,17,0.436006257807461
5,5,18,0.0436977084415435
5,5,19,0.418346553871395
5,5,20,0.546067425645528
5,5,21,0.593785991914004
5,5,22,0.24321176048033
5,5,23,0.356902038141298
5,5,24,0.42581681531977
5,5,25,0.333103023459812
5,5,26,-0.155369593629565
5,5,27,0.0558112335844292
5,5,28,-0.445335370922177
5,5,29,0.176714878120485
5,5,30,0.25425889698582
5,5,31,-0.176486414138638
5,5,32,0.321990261421025
5,5,33,-0.051694944319269
5,5,34,-0.287511086896118
5,5,35,-0.30739930134589
5,5,36,-0.00077845978170784
5,5,37,0.212299933790523
5,5,38,0.479445499506137
5,5,39,0.34958999212053
5,5,40,-0.0497798046823037
5,5,41,0.191085971086639
5,5,42,-0.0425659164724553
5,5,43,0.148679475837763
5,5,44,-0.069113343248152
5,5,45,-0.438788130352074
5,5,46,0.552653294349153
5,5,47,-0.335045069771158
5,5,48,0.0373928468372819
5,5,49,0.478723277337736
5,5,50,1.55257828567347
5,5,51,1.4104796436156
5,5,52,0.97225114433895
5,5,53,1.19413561787248
5,5,54,-0.482425415629018
5,5,55,-0.214210016976924
5,5,56,-0.540528642671784
5,5,57,-0.108406917177583
5,5,58,1.46299958368176
5,5,59,0.291028000860158
5,5,60,-0.238697483778109
5,5,61,-0.125712547497412
5,5,62,-0.493589912949681
5,5,63,-0.252837670804596
5,5,64,0.267776934518303
5,5,65,0.425195791590282
5,5,66,-0.325722062408705
5,5,67,-0.0396470543584111
5,5,68,-0.336203996408069
5,5,69,-0.13762367371982
5,5,70,-0.634046274663209
5,5,71,0.142167728283374
5,5,72,-0.511183420595732
5,5,73,-0.457980825372785
5,5,74,0.471763956920929
5,5,75,0.272022287548568
5,5,76,0.478662617713055
5,5,77,-0.450600629856827
5,5,78,-0.857342239052889
5,5,79,0.360935568414277
5,5,80,-0.576497572205847
5,5,81,0.20864724701437
5,5,82,-0.348642726757489
5,5,83,0.165809112619804
5,5,84,1.0222845314544
5,5,85,-0.447950255380466
5,5,86,0.238372575965069
5,5,87,0.517305312192686
5,5,88,0.516283862174914
5,5,89,-0.886545759387076
5,5,90,-0.198645262929522
5,5,91,0.0913020208335246
5,5,92,0.522712237277877
5,5,93,0.51218876145858
5,5,94,0.386782518742301
5,5,95,0.260872125271991
5,5,96,0.500652126438138
5,5,97,-0.361345752887028
5,5,98,-0.373530579143159
5,5,99,-0.816390762730748
6,6,1,-0.707847912013809
6,6,2,-0.404632047407323
6,6,3,-2.07929696922597
6,6,4,-1.87778186259642
6,6,5,-2.00190066198911
6,6,6,-2.30279793010672
6,6,7,-2.42092758970627
6,6,8,-2.17514597809945
6,6,9,-1.51181195410123
6,6,10,-0.495247486383797
6,6,11,-0.631761455757897
6,6,12,-0.83144959633342
6,6,13,-0.685728426307317
6,6,14,-0.766402426070602
6,6,15,-1.01943199474349
6,6,16,-1.13875893166764
6,6,17,-1.44243670668085
6,6,18,-1.25464052728341
6,6,19,-1.25992163204292
6,6,20,-1.28870644870017
6,6,21,-1.579755550619
6,6,22,-1.33061870276416
6,6,23,-0.846446149621826
6,6,24,-0.335917878703727
6,6,25,-0.524165836328428
6,6,26,-0.81656208821733
6,6,27,-1.01725995235999
6,6,28,-1.0128139935579
6,6,29,-0.245491184055997
6,6,30,-0.0335529491349907
6,6,31,0.144294645826462
6,6,32,0.0300043188866198
6,6,33,-1.66957540720222
6,6,34,1.12366930638075
6,6,35,-1.58079574444331
6,6,36,-1.48214058269323
6,6,37,-0.382721236063322
6,6,38,-1.62999613030021
6,6,39,-1.69671946819067
6,6,40,-0.563509054133299
6,6,41,-1.89492612710598
6,6,42,-1.32657779398706
6,6,43,-1.05260250147688
6,6,44,-0.794281350693183
6,6,45,0.179399582419894
6,6,46,0.59893617457317
6,6,47,0.359540720071212
6,6,48,0.517526113838497
6,6,49,-0.654028159166249
6,6,50,-0.656771809591712
6,6,51,0.763530411953939
6,6,52,-2.09706937346907
6,6,53,-1.20329496577699
6,6,54,-0.675650741689345
6,6,55,0.918623679685241
6,6,56,-2.1259022088741
6,6,57,-1.73846116056836
6,6,58,-1.13595706269734
6,6,59,1.07422884550649
6,6,60,-2.07089201223737
6,6,61,-1.22718690878337
6,6,62,-1.95736320595682
6,6,63,-1.50596260653563
6,6,64,-1.27011741059837
6,6,65,-1.87404764658302
6,6,66,-0.893114620393586
6,6,67,-0.247667845266561
6,6,68,0.76701022156995
6,6,69,1.07688753381412
6,6,70,0.96636588608559
6,6,71,0.937143223302766
6,6,72,0.238296805786005
6,6,73,0.390276278765887
6,6,74,0.104725275911521
6,6,75,0.0786134069069948
6,6,76,0.324748031582339
6,6,77,0.473441266598957
6,6,78,1.02803238610335
6,6,79,0.390340282902504
6,6,80,0.119923644024329
6,6,81,0.472362039424993
6,6,82,0.266879918581332
6,6,83,-1.74543669875409
6,6,84,-1.49336017435679
6,6,85,-0.103503102222043
6,6,86,0.129383231755048
6,6,87,-0.599031127563117
6,6,88,-0.457905341727968
6,6,89,-0.480488002155907
6,6,90,-0.187875008489374
6,6,91,-0.414444211040656
6,6,92,-0.74004077093312
6,6,93,-0.284526783726685
6,6,94,-0.0404284191411949
6,6,95,0.0595810203107493
6,6,96,0.581358204320209
6,6,97,-0.0432829554712257
6,6,98,-0.275025806382595
6,6,99,0.215276807587737
7,7,1,0.0437097417517613
7,7,2,-1.21701019417854
7,7,3,-1.07565870067817
7,7,4,-0.875208153298623
7,7,5,-0.259283399783785
7,7,6,-1.07055813819851
7,7,7,-1.60207403267535
7,7,8,-1.14532041396415
7,7,9,-0.687679310554858
7,7,10,-0.491009146175014
7,7,11,-0.38826460282936
7,7,12,-1.08010675286984
7,7,13,-0.674481548952495
7,7,14,-0.501204781752172
7,7,15,-0.207040945920729
7,7,16,0.24873213196135
7,7,17,0.239403891966039
7,7,18,0.131561650867691
7,7,19,-0.466402326303781
7,7,20,-0.288771529136342
7,7,21,-0.135739581156176
7,7,22,-0.263878999474871
7,7,23,-0.25417014484365
7,7,24,-0.0720806278497899
7,7,25,-0.362828865851845
7,7,26,-1.15886193532846
7,7,27,-1.19453371700778
7,7,28,-0.927714754349997
7,7,29,0.143088108644777
7,7,30,0.147732306672832
7,7,31,-1.01699473050016
7,7,32,0.202897368725092
7,7,33,-0.574320774428356
7,7,34,-0.585193726882498
7,7,35,-0.943044086487949
7,7,36,-0.139092615063292
7,7,37,-1.11394303961136
7,7,38,-0.575715690361124
7,7,39,-0.62332236511088
7,7,40,-0.387619051185969
7,7,41,-0.577987098021887
7,7,42,-0.953631678615163
7,7,43,-0.688830533145163
7,7,44,-0.735277982413328
7,7,45,-0.460337034789005
7,7,46,0.224397520212954
7,7,47,-0.531459053107458
7,7,48,-0.821857576517455
7,7,49,-1.19337757961604
7,7,50,-0.860858747375202
7,7,51,-0.594256194986283
7,7,52,-0.516326340118541
7,7,53,-0.220950042582249
7,7,54,-0.992067339988957
7,7,55,-0.959266498620431
7,7,56,-0.78354200422568
7,7,57,-0.697210543817915
7,7,58,-0.109382201661959
7,7,59,-0.391205583135804
7,7,60,0.206215693882004
7,7,61,-0.589856367327458
7,7,62,-0.918352265437991
7,7,63,-0.22633193591775
7,7,64,-1.01523042069838
7,7,65,-0.227690240205467
7,7,66,-0.81623203751035
7,7,67,0.0023477928229565
7,7,68,-0.246535482124188
7,7,69,-0.429548387955625
7,7,70,-1.23567532048475
7,7,71,-1.09865093959323
7,7,72,-1.10761085880094
7,7,73,-0.311558329141722
7,7,74,-0.354295873071863
7,7,75,-0.827954686897842
7,7,76,-0.600573919710786
7,7,77,-0.938644112146328
7,7,78,-0.495136471097332
7,7,79,-0.612802174911113
7,7,80,-0.00804437820138326
7,7,81,-0.120313460848083
7,7,82,-0.878101108425111
7,7,83,-1.19272218372331
7,7,84,-0.625140409092289
7,7,85,-0.798312051945808
7,7,86,-0.571557042704619
7,7,87,0.0328058736917902
7,7,88,-0.447814733078784
7,7,89,-0.277065486538126
7,7,90,-0.61285008574862
7,7,91,-0.166463344280042
7,7,92,-0.342843598334449
7,7,93,-0.609079904277578
7,7,94,-1.22994499025337
7,7,95,-1.28664696524656
7,7,96,0.0882922100222984
7,7,97,-0.28946278620687
7,7,98,0.142132442986216
7,7,99,-0.413729780463083
8,8,1,1.9246873557385
8,8,2,2.36865030457865
8,8,3,2.84296432387075
8,8,4,1.95549403544307
8,8,5,1.54277416876291
8,8,6,1.23871161846609
8,8,7,0.908353384144159
8,8,8,1.69542249587485
8,8,9,1.3073333598192
8,8,10,1.66867754464552
8,8,11,1.11591920313653
8,8,12,1.73255728640432
8,8,13,1.77652740906296
8,8,14,1.48471656153077
8,8,15,-0.216881487665612
8,8,16,0.75814451471031
8,8,17,1.79995552263784
8,8,18,2.03924629825216
8,8,19,2.47975335154261
8,8,20,1.75556914774974
8,8,21,1.84583581269904
8,8,22,1.64566710402339
8,8,23,1.71761104273055
8,8,24,1.40069996507666
8,8,25,1.65250059765815
8,8,26,1.58663305341676
8,8,27,1.60136763023388
8,8,28,1.36412338884943
8,8,29,-0.0105821527544252
8,8,30,1.78445074945537
8,8,31,1.25012461582141
8,8,32,1.81323731261757
8,8,33,1.69915144773201
8,8,34,1.57102107970925
8,8,35,1.97669935053494
8,8,36,1.88949129753429
8,8,37,1.33712928619658
8,8,38,2.9226455299229
8,8,39,3.15190209078968
8,8,40,2.56364540113563
8,8,41,2.66093944058022
8,8,42,2.1246032313308
8,8,43,2.29263131041914
8,8,44,2.72627029601303
8,8,45,2.63169048935953
8,8,46,2.21243447689486
8,8,47,1.9603425651318
8,8,48,1.02876361850272
8,8,49,2.3466624542175
8,8,50,1.06192979917446
8,8,51,0.0698520087153722
8,8,52,1.17863659390809
8,8,53,1.86594422616043
8,8,54,2.30043921867591
8,8,55,2.66670495032148
8,8,56,2.39055830973878
8,8,57,0.817718296479715
8,8,58,2.14547790053623
8,8,59,2.42261277058434
8,8,60,1.09807158397446
8,8,61,1.40366103079061
8,8,62,3.29960760908098
8,8,63,2.7363861830298
8,8,64,3.0419632327564
8,8,65,3.34838038499108
8,8,66,2.2549326791892
8,8,67,2.84836436317514
8,8,68,2.85318673722439
8,8,69,2.36025526309823
8,8,70,2.56703532876193
8,8,71,2.73374874126475
8,8,72,2.69907316048876
8,8,73,2.1655056395288
8,8,74,2.1470611729128
8,8,75,2.85765405284492
8,8,76,2.96844631270251
8,8,77,3.39922251224216
8,8,78,2.60227480148873
8,8,79,2.68044673451079
8,8,80,1.61826394994737
8,8,81,3.16035908165711
8,8,82,2.89304801853356
8,8,83,2.6789491903543
8,8,84,2.54605859862414
8,8,85,2.12336786678288
8,8,86,1.67616204047661
8,8,87,1.60634133404957
8,8,88,-0.147300671657045
8,8,89,2.9774143890044
8,8,90,4.07825290181483
8,8,91,3.52693611539003
8,8,92,3.44941136682357
8,8,93,3.04451878147085
8,8,94,3.90979953997275
8,8,95,3.78313862303639
8,8,96,2.33587266831148
8,8,97,2.63517882114844
8,8,98,3.67802239582558
8,8,99,3.49001715062983
9,9,1,-0.181739171518029
9,9,2,-0.41626938877539
9,9,3,-0.305102271079955
9,9,4,-0.455491314772478
9,9,5,-0.564099690509911
9,9,6,-0.860275840974258
9,9,7,-0.300099177206431
9,9,8,-0.00626407108802088
9,9,9,1.10778678993095
9,9,10,-0.676338653753036
9,9,11,-1.0632356796406
9,9,12,-0.493634524951553
9,9,13,-1.42809843169284
9,9,14,-0.859586482223817
9,9,15,-0.927284198270423
9,9,16,-0.632917251116046
9,9,17,-0.0957059939325536
9,9,18,0.177950126846782
9,9,19,-0.266824832619931
9,9,20,-0.158072290711593
9,9,21,-0.0883836926169974
9,9,22,0.168186726082561
9,9,23,-0.145046956902123
9,9,24,-0.185132163826003
9,9,25,0.0488821158075632
9,9,26,-0.289521913944665
9,9,27,-0.030910995132004
9,9,28,-0.392561043270044
9,9,29,0.0213881794134463
9,9,30,-1.67467570781728
9,9,31,-1.749236567652
9,9,32,-0.81363666297648
9,9,33,1.02593494460629
9,9,34,1.24346735592675
9,9,35,1.21908880479454
9,9,36,0.469322727899572
9,9,37,1.12471129693962
9,9,38,1.18334160380815
9,9,39,1.17449565097641
9,9,40,1.71928915394872
9,9,41,0.361783706527915
9,9,42,0.275800463331523
9,9,43,0.84178289576846
9,9,44,0.934778131615259
9,9,45,0.326217570161694
9,9,46,0.254157832669204
9,9,47,0.15266593541458
9,9,48,0.986718263062956
9,9,49,0.517225665413035
9,9,50,0.53191778763983
9,9,51,0.721508946430038
9,9,52,0.590954145863362
9,9,53,0.465531176097085
9,9,54,0.435680441091856
9,9,55,1.22981080599187
9,9,56,0.607611700884659
9,9,57,0.177232582558027
9,9,58,-0.959410263696358
9,9,59,0.600814353061468
9,9,60,0.826315687530932
9,9,61,0.625230887386722
9,9,62,1.05695106418913
9,9,63,0.96527762774052
9,9,64,0.845363228071177
9,9,65,0.227008447663898
9,9,66,-0.603210277306623
9,9,67,0.421389983240202
9,9,68,0.164638641533248
9,9,69,1.36354477365628
9,9,70,1.01294407897992
9,9,71,-0.242891683108298
9,9,72,-0.76191802638243
9,9,73,0.852021665223028
9,9,74,-0.242258340563061
9,9,75,-0.784301057168057
9,9,76,-0.575264473870919
9,9,77,0.694414509660751
9,9,78,-0.607947432869068
9,9,79,-1.24292946380236
9,9,80,-1.16078824918002
9,9,81,-1.03781282331352
9,9,82,-1.29714748464904
9,9,83,-1.22604009552847
9,9,84,-1.01139944119611
9,9,85,-0.593345653830084
9,9,86,0.451769936375265
9,9,87,-0.375623868002161
9,9,88,1.69670009029393
9,9,89,0.89381487571457
9,9,90,-0.00454853119315257
9,9,91,0.357569530002128
9,9,92,1.22837339439009
9,9,93,0.632311797746805
9,9,94,0.980411866234729
9,9,95,-0.0923565796511512
9,9,96,0.610234266139034
9,9,97,1.68401252133146
9,9,98,-0.475047349118367
9,9,99,1.11914539597046
10,10,1,1.67926499890493
10,10,2,1.36876209969768
10,10,3,0.361131624348544
10,10,4,0.682809173716726
10,10,5,0.910403387911982
10,10,6,1.35776939315477
10,10,7,0.92562549556904
10,10,8,0.516038432858355
10,10,9,-0.236823644882119
10,10,10,1.3866758929646
10,10,11,0.77117961601981
10,10,12,1.02950291786473
10,10,13,1.59338634246005
10,10,14,2.53028291082989
10,10,15,2.49086451190813
10,10,16,2.00009891061019
10,10,17,1.86890141552643
10,10,18,-0.942229346668036
10,10,19,-1.84738734749398
10,10,20,-1.69005122265921
10,10,21,-0.367373683095659
10,10,22,-0.36769028156424
10,10,23,-0.272653477047595
10,10,24,0.254002911217216
10,10,25,0.436347619299123
10,10,26,1.27697634544989
10,10,27,1.2942832734745
10,10,28,0.640243849341542
10,10,29,0.316560923756526
10,10,30,-0.921240197337551
10,10,31,-1.38004844632496
10,10,32,-1.73474991848635
10,10,33,-1.46509113960592
10,10,34,-0.998754967546759
10,10,35,-0.975785733248508
10,10,36,-1.55872185780781
10,10,37,-0.0595844240466875
10,10,38,0.232467669895911
10,10,39,0.818799298010135
10,10,40,0.601684809770027
10,10,41,0.85709362068026
10,10,42,-1.58485030094023
10,10,43,-0.507612972699568
10,10,44,-0.740125831637531
10,10,45,0.318311745131304
10,10,46,0.168855034238403
10,10,47,0.564704262329255
10,10,48,0.219774164046862
10,10,49,0.825427934097004
10,10,50,-0.269763010110987
10,10,51,-2.02460131560958
10,10,52,-1.91113718823837
10,10,53,-0.400131071413369
10,10,54,-1.17834415624611
10,10,55,-0.467334125636046
10,10,56,0.978967585541014
10,10,57,-0.661834760729006
10,10,58,0.596004211713571
10,10,59,1.6054583393658
10,10,60,1.99572841183623
10,10,61,2.19412689175452
10,10,62,3.57589570119834
10,10,63,2.25836605368361
10,10,64,2.70129199528199
10,10,65,1.32926195977965
