"id_unit","time","out_cont_1"
1,1,-1.76862585486496
1,2,-2.51980455595695
1,3,-1.68496884909568
1,4,-1.32558496799323
1,5,-1.18928509168284
1,6,-1.11541577329064
1,7,-1.20693497043768
1,8,-1.31773798681342
1,9,-1.30116067785548
1,10,-1.02823851174708
1,11,-1.315695887775
1,12,-1.37065417337526
1,13,-1.46983502250034
1,14,-1.19752488569364
1,15,-1.36896935423844
1,16,-1.50258080483677
1,17,-1.46791533728936
1,18,-0.786686114869993
1,19,0.0707073129666448
1,20,-0.291132201017382
1,21,-0.708550238483445
1,22,-0.75155998712615
1,23,-0.62734705983449
1,24,-0.580418962499105
1,25,-0.0835694813826284
1,26,-0.33151739368964
1,27,-0.751132392188066
1,28,-0.931112169409152
1,29,-0.667048895214517
1,30,-0.338343657759573
1,31,-0.53058230013681
1,32,-1.46030050862609
1,33,-0.815998458851791
1,34,-1.24797566680566
1,35,-1.21991161627501
1,36,-1.02608192412064
1,37,-0.604718742154937
1,38,-1.1759092468883
1,39,-0.531854217300728
1,40,-0.4689609278848
1,41,-0.707181734182305
1,42,-0.816767338203549
1,43,-1.22365346727901
1,44,-0.848418008450201
1,45,-0.596452506412923
1,46,-0.794609305985404
1,47,-0.216321635280315
1,48,-0.704810048287863
1,49,-1.45060187170785
1,50,-0.790668239820464
1,51,-0.576070654463365
1,52,-0.91776845125749
1,53,-1.21453480590674
1,54,-1.40634037637717
1,55,-0.907517715078658
1,56,-0.407141626563102
1,57,-0.62828410580582
1,58,-1.09916081399824
1,59,-0.789112217879833
1,60,-1.05502488450049
1,61,-0.805623951301186
1,62,-1.20578820252372
1,63,-1.23594502212828
1,64,-1.20095683580934
1,65,-0.609401248715658
1,66,0.247782341106569
1,67,-0.528211643272452
1,68,-0.842040581359946
1,69,-0.904993381149521
1,70,-0.851443350646245
1,71,-1.04169294118085
1,72,-1.01270377612924
1,73,-0.514049444502773
1,74,-1.12066759279105
1,75,-0.540562806641781
1,76,-0.414644530655943
1,77,-0.788834813515272
1,78,-0.715121846322933
1,79,-0.874117294404726
1,80,-0.868885473597065
1,81,-1.09773143274607
1,82,-0.550590320557253
1,83,-1.61541967017463
1,84,-1.57102507869499
1,85,-1.61432188312887
1,86,-1.7297809250389
1,87,-1.97019494833812
1,88,-1.76373340390103
1,89,-1.66931214457802
1,90,-0.714000758514105
1,91,-0.752041764774119
1,92,-0.808881810707833
1,93,-1.68038417117576
1,94,-1.81519847742953
1,95,-1.70983084439527
1,96,-1.5971276112741
1,97,-1.2234997004412
1,98,-1.26671118111247
1,99,-1.88790484569942
2,1,1.22150347508026
2,2,1.16092207048857
2,3,1.22179649343515
2,4,0.74071834437898
2,5,0.203281846827256
2,6,0.00189268623856503
2,7,0.72021017317289
2,8,-0.333076270339377
2,9,0.335498909796998
2,10,0.847760254169698
2,11,1.06957146333708
2,12,0.097660317709141
2,13,0.27517898762114
2,14,0.172954664751187
2,15,1.5044779203371
2,16,0.259213565724853
2,17,-0.500715211921951
2,18,1.29096075235632
2,19,1.51289630877362
2,20,1.00030406135138
2,21,0.922526883478764
2,22,0.868149614766658
2,23,-0.294635301365453
2,24,-0.402977468319424
2,25,1.0477643590622
2,26,1.87542311391613
2,27,1.86539041743801
2,28,1.32438022755013
2,29,0.559722891352007
2,30,-0.20470541176618
2,31,-1.82381399512044
2,32,0.614139346837817
2,33,-0.0396851061028506
2,34,-0.457809719148226
2,35,-0.801426241912375
2,36,0.934127138556461
2,37,0.141565376907698
2,38,-1.19962147345008
2,39,0.602374650213426
2,40,0.820717341876047
2,41,0.509267067478382
2,42,-0.656259375271312
2,43,-2.02322225183475
2,44,-0.0169868160402746
2,45,1.67681397556504
2,46,0.0855435433880704
2,47,0.302701517037701
2,48,-0.0327051916921187
2,49,-0.502414596696776
2,50,0.988087984012204
2,51,0.804612413423068
2,52,1.25322424353992
2,53,0.866334671344589
2,54,0.41448570620758
2,55,-1.87604703185828
2,56,-1.84010242226867
2,57,-0.0821838291420098
2,58,1.20343861170686
2,59,1.16020664485806
2,60,0.413317657017491
2,61,0.647622517390008
2,62,0.339321113504382
2,63,1.16626006873526
2,64,2.24850459908025
2,65,0.183166606402874
2,66,-0.00539832994463152
2,67,0.496128117992871
2,68,-1.01282532009875
2,69,0.467653974804283
2,70,0.241961884078632
2,71,-1.90182918462922
2,72,-0.565171700316633
2,73,0.493364945373836
2,74,1.32169368957906
2,75,0.730605532583841
2,76,0.716475495814481
2,77,-1.03720525340891
2,78,0.332138312058152
2,79,-0.634538095997277
2,80,1.68252141434804
2,81,1.37181658980799
2,82,-1.90776438928827
2,83,0.486965365718503
2,84,-1.66494838100253
2,85,-1.13393043039771
2,86,-1.10621346349565
2,87,1.69717349093702
2,88,-0.787789265523579
2,89,0.237442739943935
2,90,-0.617947387830696
2,91,0.275181202431232
2,92,1.08706226177771
2,93,0.451045450385194
2,94,1.50890393412142
2,95,-0.891071004275398
2,96,1.27846950062499
2,97,0.866167703626741
2,98,2.00060450324793
2,99,-1.28723427128967
3,1,0.371009177111834
3,2,0.668098428456743
3,3,0.41852335700908
3,4,1.55325787456655
3,5,-0.114486410731889
3,6,0.143423847809304
3,7,0.270601940836156
3,8,0.267164969914125
3,9,0.272988917703506
3,10,0.523828591129144
3,11,0.462911168629802
3,12,-0.0441459238508458
3,13,0.755882899146454
3,14,0.763421307770309
3,15,0.947397547947084
3,16,-0.336752635099446
3,17,-0.183165743354388
3,18,-0.0235099263624481
3,19,0.0500110170928401
3,20,0.133698856061347
3,21,0.312861946625382
3,22,0.598977670972912
3,23,0.450216375084136
3,24,0.0191208071052287
3,25,0.624547367948386
3,26,0.219761246127701
3,27,0.231026657675103
3,28,0.212811563351218
3,29,0.00485579012279941
3,30,0.62692966440265
3,31,0.976273335618444
3,32,-0.246677492082693
3,33,0.582042694314789
3,34,0.674913867537136
3,35,0.830813939029641
3,36,0.14301002087627
3,37,0.755604606657799
3,38,0.215394306361069
3,39,0.688473462569917
3,40,0.26168572317403
3,41,0.438228663681861
3,42,0.34640236945966
3,43,0.25637826297846
3,44,0.337373306739882
3,45,0.451536883872407
3,46,0.16025408165946
3,47,0.684577146196321
3,48,0.714122569628764
3,49,1.51196964286498
