"pi_1","pi_2","mse_or","mse_ipw","mse_aipw1","mse_aipw2","abias_or","abias_ipw","abias_aipw1","abias_aipw2","var_or","var_ipw","var_aipw1","var_aipw2"
0.18,0.22,0.0580937782806689,0.0576409685801626,0.0576409685801626,0.0576409685801626,0.189962876470555,0.189380791830675,0.189380791830675,0.189380791830675,0.0571130568681924,0.0576697238364775,0.0576697238364775,0.0576697238364775
0.19,0.22,0.0578418418635466,0.0579065315905359,0.0579065315905359,0.0579065315905359,0.19237975440826,0.192815973823615,0.192815973823615,0.192815973823615,0.0575625467208541,0.0579063420679224,0.0579063420679224,0.0579063420679224
0.2,0.22,0.0559889289832201,0.0561107164281778,0.0561107164281778,0.0561107164281778,0.189639075277586,0.189966512110174,0.189966512110174,0.189966512110174,0.055941968142743,0.0560981076163069,0.0560981076163069,0.0560981076163069
0.21,0.22,0.0575563382256743,0.05766321994057,0.05766321994057,0.05766321994057,0.191118491937298,0.191344670318929,0.191344670318929,0.191344670318929,0.057584077178232,0.0576210515838395,0.0576210515838395,0.0576210515838395
0.22,0.22,0.0578974266834269,0.0578974266834269,0.0578974266834269,0.0578974266834269,0.193156405279963,0.193156405279963,0.193156405279963,0.193156405279963,0.0579143013445109,0.0579143013445109,0.0579143013445109,0.0579143013445109
0.1,0.23,0.0671108077787591,0.0620586123122504,0.0620586123122504,0.0620586123122504,0.210194839455099,0.200360736853051,0.200360736853051,0.200360736853051,0.0523619874859798,0.0620819878902492,0.0620819878902492,0.0620819878902492
0.11,0.23,0.0693784857965404,0.0640486327232332,0.0640486327232332,0.0640486327232332,0.209802908162214,0.20171501457009,0.20171501457009,0.20171501457009,0.0558500862533205,0.0639714552936045,0.0639714552936045,0.0639714552936045
0.12,0.23,0.0613217670849797,0.0577926619088585,0.0577926619088585,0.0577926619088585,0.200596644765986,0.1939104631934,0.1939104631934,0.1939104631934,0.0519729336644519,0.0578167241257433,0.0578167241257433,0.0578167241257433
0.13,0.23,0.0617765338480299,0.0586159934209719,0.0586159934209719,0.0586159934209719,0.198460278998084,0.192971662955802,0.192971662955802,0.192971662955802,0.0534855911716572,0.0585839941007147,0.0585839941007147,0.0585839941007147
0.14,0.23,0.0591891203329311,0.0573173992229398,0.0573173992229398,0.0573173992229398,0.193865530927591,0.191132142383452,0.191132142383452,0.191132142383452,0.0538023392948433,0.0573445363738634,0.0573445363738634,0.0573445363738635
0.15,0.23,0.0601405638251872,0.0590616578920872,0.0590616578920872,0.0590616578920872,0.195182569072938,0.193271774888946,0.193271774888946,0.193271774888946,0.0562575231533642,0.0590840504594341,0.0590840504594341,0.0590840504594341
0.16,0.23,0.0556065688057835,0.0551076103909089,0.0551076103909089,0.0551076103909089,0.188084575344996,0.186307304971226,0.186307304971226,0.186307304971226,0.0531444733691015,0.0550942196373828,0.0550942196373828,0.0550942196373828
0.17,0.23,0.0563493235217032,0.055796459112654,0.055796459112654,0.055796459112654,0.189810016644296,0.188937385864597,0.188937385864597,0.188937385864597,0.0546373067358794,0.0557986727441222,0.0557986727441222,0.0557986727441222
0.18,0.23,0.0519332103365302,0.0518840670325447,0.0518840670325447,0.0518840670325447,0.181890970995173,0.181880874823848,0.181880874823848,0.181880874823848,0.0511040410156671,0.0518224477290686,0.0518224477290686,0.0518224477290687
0.19,0.23,0.0552546230583688,0.0552285214197281,0.0552285214197281,0.0552285214197281,0.18717510011402,0.187392411033845,0.187392411033845,0.187392411033845,0.0546578191085882,0.0552281859770675,0.0552281859770675,0.0552281859770675
0.2,0.23,0.0549032698282932,0.0543195768664996,0.0543195768664996,0.0543195768664996,0.184192366957274,0.18362559315223,0.18362559315223,0.18362559315223,0.0540142675997135,0.0542807638330751,0.0542807638330751,0.0542807638330751
0.21,0.23,0.0564354263862381,0.0564593448159842,0.0564593448159842,0.0564593448159842,0.188992900005483,0.18868679636771,0.18868679636771,0.18868679636771,0.0563306282588589,0.0564775756381113,0.0564775756381113,0.0564775756381113
0.22,0.23,0.0565231867801987,0.05628757850179,0.05628757850179,0.05628757850179,0.190074153983046,0.189441848627687,0.189441848627687,0.189441848627687,0.0560769587120773,0.056101546061827,0.056101546061827,0.056101546061827
0.23,0.23,0.052322207925892,0.052322207925892,0.052322207925892,0.052322207925892,0.182540280503372,0.182540280503372,0.182540280503372,0.182540280503372,0.052256642334217,0.052256642334217,0.052256642334217,0.052256642334217
0.1,0.24,0.0668701336217897,0.0627797040224618,0.0627797040224618,0.0627797040224618,0.207478930932806,0.201082852330473,0.201082852330473,0.201082852330473,0.0517697150771745,0.0628072655072438,0.0628072655072438,0.0628072655072438
0.11,0.24,0.0645503758627018,0.0614596985272136,0.0614596985272136,0.0614596985272136,0.203810482802788,0.197216375811219,0.197216375811219,0.197216375811219,0.0527308380646371,0.061480552965536,0.061480552965536,0.061480552965536
0.12,0.24,0.0631006690089703,0.0585494534548367,0.0585494534548367,0.0585494534548367,0.200530482259611,0.192074736613645,0.192074736613645,0.192074736613645,0.052030704060828,0.0585645766634308,0.0585645766634308,0.0585645766634308
0.13,0.24,0.0593025376447578,0.0565673221564281,0.0565673221564281,0.0565673221564281,0.196254936887573,0.191636446533579,0.191636446533579,0.191636446533579,0.0517389101787896,0.0565763968601767,0.0565763968601767,0.0565763968601767
0.14,0.24,0.0589938545071989,0.0558633996625549,0.0558633996625549,0.0558633996625549,0.196527314353172,0.190299913870033,0.190299913870033,0.190299913870033,0.0520298849583441,0.0558852303218816,0.0558852303218816,0.0558852303218817
0.15,0.24,0.0559724754505817,0.053919913181506,0.053919913181506,0.053919913181506,0.189542232555642,0.184708257001961,0.184708257001961,0.184708257001961,0.0511225515787914,0.0539431691346477,0.0539431691346477,0.0539431691346477
0.16,0.24,0.0576359357945999,0.0555159232761928,0.0555159232761928,0.0555159232761928,0.191485596086839,0.188694988261966,0.188694988261966,0.188694988261966,0.053284442859718,0.0555285303058866,0.0555285303058866,0.0555285303058866
0.17,0.24,0.0551477218575232,0.0546845488079955,0.0546845488079955,0.0546845488079955,0.18670942242299,0.185415638060436,0.185415638060436,0.185415638060436,0.0531226779331429,0.0546369956194602,0.0546369956194602,0.0546369956194602
0.18,0.24,0.053784970557825,0.052068239951517,0.052068239951517,0.052068239951517,0.183989681837114,0.18180022615609,0.18180022615609,0.18180022615609,0.0508870400205865,0.0520189210031895,0.0520189210031895,0.0520189210031895
0.19,0.24,0.055401239571372,0.0554797342397257,0.0554797342397257,0.0554797342397257,0.188456727964623,0.189103311937684,0.189103311937684,0.189103311937684,0.0546581679679293,0.055418439259681,0.055418439259681,0.055418439259681
0.2,0.24,0.0544021618444374,0.0536514330903445,0.0536514330903445,0.0536514330903445,0.189416825696719,0.188503479782349,0.188503479782349,0.188503479782349,0.0531740380287885,0.0536373163448835,0.0536373163448835,0.0536373163448835
0.21,0.24,0.0531971533584657,0.0531841485668816,0.0531841485668816,0.0531841485668816,0.184499618085266,0.184431193837514,0.184431193837514,0.184431193837514,0.0528533334672663,0.0532062701010348,0.0532062701010348,0.0532062701010348
0.22,0.24,0.0529792920993034,0.0529134697918197,0.0529134697918197,0.0529134697918197,0.184526306526434,0.184691438262962,0.184691438262962,0.184691438262962,0.0528105261861368,0.0529399347443999,0.0529399347443999,0.0529399347443999
0.23,0.24,0.050206212810306,0.050236110402618,0.050236110402618,0.050236110402618,0.178899833357495,0.179018149603608,0.179018149603608,0.179018149603608,0.0502196208188012,0.0502487630710583,0.0502487630710583,0.0502487630710583
0.24,0.24,0.0501992559699008,0.0501992559699008,0.0501992559699008,0.0501992559699008,0.17809734029836,0.17809734029836,0.17809734029836,0.17809734029836,0.0501988302995329,0.0501988302995329,0.0501988302995329,0.0501988302995329
0.1,0.25,0.0669210235102225,0.0629377418594597,0.0629377418594597,0.0629377418594597,0.208717575672271,0.200527029374871,0.200527029374871,0.200527029374871,0.0515973419015383,0.0628922241382545,0.0628922241382545,0.0628922241382545
0.11,0.25,0.0658987087941476,0.0623583081254521,0.0623583081254521,0.0623583081254521,0.206715505172057,0.200248893633938,0.200248893633938,0.200248893633938,0.0524914939771031,0.0623879706009152,0.0623879706009152,0.0623879706009152
0.12,0.25,0.0624890696510495,0.0586461167800128,0.0586461167800128,0.0586461167800128,0.200909053184162,0.193196268796507,0.193196268796507,0.193196268796507,0.0512023221761017,0.0586748774494837,0.0586748774494837,0.0586748774494837
